1.2403795,-10.285848,0.06460621,0.56839335,-0.026724568,0.6259657,1
1.1623136,-10.066904,1.0591232,0.56839335,-0.026724568,0.6259657,1
1.1623136,-10.066904,1.0591232,0.46454933,-0.034054734,0.6426113,1
1.1623136,-10.066904,1.0591232,0.3475721,0.17852011,0.6371137,1
1.2580265,-10.220045,0.8979067,0.3475721,0.17852011,0.6371137,1
1.2580265,-10.220045,0.8979067,-0.1447708,0.41003123,0.2948865,1
2.6392834,-12.020045,0.76719874,-0.1447708,0.41003123,0.2948865,1
2.6392834,-12.020045,0.76719874,-1.2795722,0.41415444,-1.67983,1
1.2050853,-11.7717905,-0.7722835,-1.2795722,0.41415444,-1.67983,1
1.2050853,-11.7717905,-0.7722835,-0.025655584,-1.0405782,-1.2265813,1
1.6157535,-9.087043,-0.669093,-0.025655584,-1.0405782,-1.2265813,1
1.6157535,-9.087043,-0.669093,0.6306998,-0.26510772,0.26724568,1
4.5936213,-9.823135,-2.5788646,0.6306998,-0.26510772,0.26724568,1
2.2755744,-11.012368,-1.3534403,0.6306998,-0.26510772,0.26724568,1
2.2755744,-11.012368,-1.3534403,0.4225536,-0.23196925,0.30068958,1
1.0142577,-9.875179,1.4123635,0.4225536,-0.23196925,0.30068958,1
1.0142577,-9.875179,1.4123635,0.48134765,0.48027867,0.5131117,1
1.0142577,-9.875179,1.4123635,0.34115818,0.27564484,0.563812,1
2.0210378,-10.243375,0.9936196,0.34115818,0.27564484,0.563812,1
2.03031,-11.184352,1.274178,0.34115818,0.27564484,0.563812,1
2.03031,-11.184352,1.274178,0.05207473,0.14370182,0.590842,1
2.03031,-11.184352,1.274178,-1.3194301,0.9150492,-1.1722159,1
1.1240284,-11.969497,-0.9101699,-1.3194301,0.9150492,-1.1722159,1
1.1240284,-11.969497,-0.9101699,-0.36635566,-0.34192175,-1.28507,1
2.4607189,-9.815658,-1.3477573,-0.36635566,-0.34192175,-1.28507,1
2.4607189,-9.815658,-1.3477573,0.61481774,-0.16324893,0.07543964,1
2.9153552,-8.817552,-2.1475582,0.61481774,-0.16324893,0.07543964,1
2.9153552,-8.817552,-2.1475582,0.3077143,-0.21853061,0.21868332,1
4.1871405,-10.87179,-2.0563319,0.3077143,-0.21853061,0.21868332,1
4.1871405,-10.87179,-2.0563319,0.47126865,0.5630485,0.4912739,1
0.6789634,-10.693225,0.6586244,0.47126865,0.5630485,0.4912739,1
0.6789634,-10.693225,0.6586244,0.33428615,0.98422766,0.36773005,1
1.1249257,-10.426426,1.7389839,0.33428615,0.98422766,0.36773005,1
1.1249257,-10.426426,1.7389839,-0.07406523,1.4522893,0.061695572,1
1.3884354,-10.520344,1.8583258,-0.07406523,1.4522893,0.061695572,1
1.7416757,-10.454242,2.2698913,-0.07406523,1.4522893,0.061695572,1
1.7416757,-10.454242,2.2698913,-0.38575006,1.9176023,-0.10277505,1
1.7416757,-10.454242,2.2698913,-1.4332004,3.5230615,-0.7973084,1
-1.7012969,-11.814262,1.180858,-1.4332004,3.5230615,-0.7973084,1
2.5779674,-9.862617,-0.46151567,-1.4332004,3.5230615,-0.7973084,1
2.5779674,-9.862617,-0.46151567,-1.2725476,2.5818987,0.23746687,1
2.5779674,-9.862617,-0.46151567,-0.5815266,1.727476,0.5746546,1
3.7677984,-8.956036,-2.6976085,-0.5815266,1.727476,0.5746546,1
3.7677984,-8.956036,-2.6976085,0.26174805,0.8101362,0.3478775,1
3.0912278,-10.403694,-3.9026937,0.26174805,0.8101362,0.3478775,1
0.87188476,-10.1650095,0.60717875,0.26174805,0.8101362,0.3478775,1
0.87188476,-10.1650095,0.60717875,0.6135961,0.94391173,-0.055739813,1
0.87188476,-10.1650095,0.60717875,0.45263782,1.3043116,0.33413345,1
1.753939,-10.48176,1.3660027,0.45263782,1.3043116,0.33413345,1
2.1424735,-10.343575,0.9592228,0.45263782,1.3043116,0.33413345,1
2.1424735,-10.343575,0.9592228,0.19699824,0.9526163,0.42850935,1
2.1424735,-10.343575,0.9592228,-0.12675081,0.6499415,0.021532366,1
3.2937205,-12.108879,0.9379865,-0.12675081,0.6499415,0.021532366,1
1.1105688,-11.632708,-0.9125627,-0.12675081,0.6499415,0.021532366,1
1.1105688,-11.632708,-0.9125627,-1.4391562,0.571753,-1.6195087,1
1.1105688,-11.632708,-0.9125627,-0.0030542363,-0.7731799,-1.205507,1
2.1972094,-8.6706915,-0.7746763,-0.0030542363,-0.7731799,-1.205507,1
2.1972094,-8.6706915,-0.7746763,0.6956023,-0.3151972,0.37811446,1
5.4987063,-9.990334,-2.7062824,0.6956023,-0.3151972,0.37811446,1
0.48095736,-10.596017,-0.19471595,0.6956023,-0.3151972,0.37811446,1
0.48095736,-10.596017,-0.19471595,0.28053162,0.21257484,0.27595025,1
0.48095736,-10.596017,-0.19471595,0.5482354,0.60061556,0.81089973,1
2.0835502,-10.380962,1.4162519,0.5482354,0.60061556,0.81089973,1
2.0835502,-10.380962,1.4162519,0.30695075,0.37643462,0.6151232,1
2.216352,-10.064212,1.178166,0.30695075,0.37643462,0.6151232,1
2.216352,-10.064212,1.178166,-0.19318044,0.37780902,0.29442838,1
3.1552358,-11.921342,0.75912297,-0.19318044,0.37780902,0.29442838,1
3.1552358,-11.921342,0.75912297,-1.5089455,0.46745086,-1.5565915,1
1.9686948,-11.688042,-0.46181476,-1.5089455,0.46745086,-1.5565915,1
1.9686948,-11.688042,-0.46181476,0.19562383,-1.224596,-1.2572764,1
1.7431713,-9.174381,-0.09451649,0.19562383,-1.224596,-1.2572764,1
1.7431713,-9.174381,-0.09451649,0.78493875,-0.40621343,0.0151184695,1
4.6893344,-9.390633,-2.260021,0.78493875,-0.40621343,0.0151184695,1
2.8633113,-11.158929,-1.067498,0.78493875,-0.40621343,0.0151184695,1
2.8633113,-11.158929,-1.067498,0.5546493,-0.41293275,0.42301172,1
1.1162517,-9.899107,1.7153547,0.5546493,-0.41293275,0.42301172,1
1.1162517,-9.899107,1.7153547,0.50226915,0.63558656,0.6688777,1
1.1162517,-9.899107,1.7153547,0.39048412,0.29962057,0.5792359,1
2.0644078,-10.212268,1.3040884,0.39048412,0.29962057,0.5792359,1
2.0644078,-10.212268,1.3040884,0.019699825,0.42133188,0.44897273,1
2.676073,-11.070095,1.3211372,0.019699825,0.42133188,0.44897273,1
1.3920245,-11.924931,-0.49830532,0.019699825,0.42133188,0.44897273,1
1.3920245,-11.924931,-0.49830532,-1.4348803,0.83472276,-1.1993986,1
1.3920245,-11.924931,-0.49830532,-0.58610797,-0.44087902,-1.4107517,1
2.8582265,-9.893126,-0.8132606,-0.58610797,-0.44087902,-1.4107517,1
2.8582265,-9.893126,-0.8132606,0.96025187,-1.2948434,0.10796725,1
4.307978,-8.997611,-1.8257236,0.96025187,-1.2948434,0.10796725,1
3.0269206,-11.207383,-1.4967105,0.96025187,-1.2948434,0.10796725,1
3.0269206,-11.207383,-1.4967105,0.8061657,-2.0988712,0.040010497,1
3.0269206,-11.207383,-1.4967105,0.7511894,-2.5782335,0.4614951,1
4.1198425,-9.752846,1.6363916,0.7511894,-2.5782335,0.4614951,1
4.1198425,-9.752846,1.6363916,0.856866,-3.1489177,0.08689302,1
1.0666007,-10.723734,2.4963121,0.856866,-3.1489177,0.08689302,1
1.0666007,-10.723734,2.4963121,0.5986303,-2.4850793,0.47401747,1
0.56350976,-10.308878,1.9731814,0.5986303,-2.4850793,0.47401747,1
0.56350976,-10.308878,1.9731814,-0.17118995,-1.1056335,0.3422272,1
3.6544385,-11.48824,0.7175477,-0.17118995,-1.1056335,0.3422272,1
3.6544385,-11.48824,0.7175477,-1.0031639,-1.4028107,-1.5869812,1
2.5034907,-11.893525,0.5270192,-1.0031639,-1.4028107,-1.5869812,1
2.079961,-9.52493,-0.35473597,-1.0031639,-1.4028107,-1.5869812,1
2.079961,-9.52493,-0.35473597,0.508683,-1.5973656,-1.5805672,1
4.653442,-9.018549,-2.3150558,0.508683,-1.5973656,-1.5805672,1
4.653442,-9.018549,-2.3150558,0.47279578,-0.63528115,-0.07986828,1
4.653442,-9.018549,-2.3150558,0.65223217,-0.18753012,0.3839175,1
3.2730823,-11.172089,-1.3929219,0.65223217,-0.18753012,0.3839175,1
3.2730823,-11.172089,-1.3929219,0.65849334,0.17180079,0.79547584,1
1.2005987,-9.84168,1.3707882,0.65849334,0.17180079,0.79547584,1
1.2005987,-9.84168,1.3707882,0.45798272,0.5633539,0.65223217,1
2.059622,-10.145568,1.6277176,0.45798272,0.5633539,0.65223217,1
2.059622,-10.145568,1.6277176,0.06963659,0.5519005,0.44836187,1
3.0203404,-10.997712,1.2963116,0.06963659,0.5519005,0.44836187,1
3.0203404,-10.997712,1.2963116,-1.3322579,0.19440214,-1.2668972,1
3.705585,-12.528521,-0.20518455,-1.3322579,0.19440214,-1.2668972,1
3.705585,-12.528521,-0.20518455,-0.47752985,-1.1697725,-1.6529527,1
2.3856442,-9.876077,0.6029913,-0.47752985,-1.1697725,-1.6529527,1
2.3856442,-9.876077,0.6029913,0.9274188,-0.6736118,0.0076355906,1
2.9769704,-8.384749,-1.7584256,0.9274188,-0.6736118,0.0076355906,1
2.9769704,-8.384749,-1.7584256,0.5827483,-0.13224843,0.40377003,1
5.4517474,-12.056237,-1.8738792,0.5827483,-0.13224843,0.40377003,1
5.4517474,-12.056237,-1.8738792,0.56121594,0.28847262,0.6375718,1
0.9804591,-9.196216,1.5565311,0.56121594,0.28847262,0.6375718,1
0.9804591,-9.196216,1.5565311,0.4833329,0.1317903,0.67468077,1
2.1592233,-9.910174,1.4781662,0.4833329,0.1317903,0.67468077,1
2.1592233,-9.910174,1.4781662,0.08872557,0.4043809,0.5431959,1
2.6632116,-10.927722,1.6683956,0.08872557,0.4043809,0.5431959,1
2.6632116,-10.927722,1.6683956,-1.4183873,0.57312745,-1.2148225,1
2.2707887,-12.641582,-0.62183475,-1.4183873,0.57312745,-1.2148225,1
2.6925237,-9.663713,-0.96849495,-1.4183873,0.57312745,-1.2148225,1
2.6925237,-9.663713,-0.96849495,-0.4147653,-0.3645231,-1.5236058,1
2.6925237,-9.663713,-0.96849495,0.6252022,-0.09987353,0.1641652,1
3.2033913,-8.180463,-1.9435701,0.6252022,-0.09987353,0.1641652,1
3.2033913,-8.180463,-1.9435701,0.2738123,-0.33779854,0.28373855,1
5.259125,-12.326626,-2.1529422,0.2738123,-0.33779854,0.28373855,1
5.259125,-12.326626,-2.1529422,0.38941512,0.93612343,0.36223242,1
1.320539,-9.295816,1.1736795,0.38941512,0.93612343,0.36223242,1
1.320539,-9.295816,1.1736795,0.26526043,1.0815051,0.3738385,1
1.6624135,-10.22154,2.169692,0.26526043,1.0815051,0.3738385,1
1.6624135,-10.22154,2.169692,-0.1473669,1.1725214,0.48302746,1
2.414657,-10.378569,1.9507487,-0.1473669,1.1725214,0.48302746,1
0.31316066,-11.866905,1.5164514,-0.1473669,1.1725214,0.48302746,1
0.31316066,-11.866905,1.5164514,-0.5754181,1.1108258,-0.042453885,1
0.31316066,-11.866905,1.5164514,-1.4787085,2.3913143,-0.10185878,1
-1.5245271,-10.942378,-0.064905316,-1.4787085,2.3913143,-0.10185878,1
-1.5245271,-10.942378,-0.064905316,-0.92573905,2.3129733,0.4717268,1
0.45224348,-9.598808,-1.4234303,-0.92573905,2.3129733,0.4717268,1
0.45224348,-9.598808,-1.4234303,-0.18187977,1.990293,0.23471805,1
3.2820554,-8.930911,-2.922833,-0.18187977,1.990293,0.23471805,1
3.2820554,-8.930911,-2.922833,-0.09330692,1.0019422,0.06383354,1
3.6466618,-8.863613,-3.7363925,-0.09330692,1.0019422,0.06383354,1
3.6466618,-8.863613,-3.7363925,0.5882459,0.3242072,0.14324369,1
1.1410773,-11.333903,-2.1535404,0.5882459,0.3242072,0.14324369,1
1.1410773,-11.333903,-2.1535404,0.700031,1.9252379,0.043981,1
2.419443,-10.3899355,1.8248264,0.700031,1.9252379,0.043981,1
2.419443,-10.3899355,1.8248264,0.18814096,1.8551431,0.22143213,1
2.8989046,-10.2107725,1.809273,0.18814096,1.8551431,0.22143213,1
2.8989046,-10.2107725,1.809273,0.11972606,1.3353121,0.3257343,1
3.1223345,-10.41506,1.9100707,0.11972606,1.3353121,0.3257343,1
3.1223345,-10.41506,1.9100707,-0.9730797,0.9292514,-0.8021952,1
3.8644085,-12.122638,-0.32093734,-0.9730797,0.9292514,-0.8021952,1
3.8644085,-12.122638,-0.32093734,-1.3660072,0.0839915,-1.7998614,1
2.5809584,-10.89482,-0.22701904,-1.3660072,0.0839915,-1.7998614,1
1.6962122,-7.106982,-0.52552366,-1.3660072,0.0839915,-1.7998614,1
1.6962122,-7.106982,-0.52552366,0.53006274,-0.74004143,-0.70919365,1
6.997511,-11.003096,-3.0086753,0.53006274,-0.74004143,-0.70919365,1
6.997511,-11.003096,-3.0086753,0.7004891,-0.44087902,0.4379775,1
1.2690933,-10.631311,0.6155536,0.7004891,-0.44087902,0.4379775,1
1.2690933,-10.631311,0.6155536,0.50593424,0.695755,0.59542334,1
2.3464618,-10.047761,1.7318054,0.50593424,0.695755,0.59542334,1
2.3464618,-10.047761,1.7318054,0.43996274,0.65131587,0.7366818,1
2.4702902,-10.137492,1.3019946,0.43996274,0.65131587,0.7366818,1
2.4702902,-10.137492,1.3019946,0.19837265,0.48638713,0.6656708,1
4.6357946,-11.99851,0.16570297,0.19837265,0.48638713,0.6656708,1
4.6357946,-11.99851,0.16570297,-0.7562289,0.29030517,-0.40041038,1
4.6357946,-11.99851,0.16570297,-1.3513469,-0.09269607,-2.066191,1
2.8082764,-11.859726,-0.08075777,-1.3513469,-0.09269607,-2.066191,1
2.8082764,-11.859726,-0.08075777,0.64734536,-1.0408838,-0.93306917,1
1.1192428,-6.789933,-0.43639103,0.64734536,-1.0408838,-0.93306917,1
6.1061845,-10.509576,-3.313461,0.64734536,-1.0408838,-0.93306917,1
6.1061845,-10.509576,-3.313461,0.6493306,-0.28343314,0.7559235,1
6.1061845,-10.509576,-3.313461,0.53846186,0.6134434,0.67819315,1
1.7255242,-10.959427,0.6580262,0.53846186,0.6134434,0.67819315,1
1.7255242,-10.959427,0.6580262,0.49982578,0.6050442,0.56808794,1
2.6006992,-10.303494,1.2969099,0.49982578,0.6050442,0.56808794,1
2.6006992,-10.303494,1.2969099,0.23792501,0.47920966,0.6012264,1
2.5576284,-9.97149,1.4635102,0.23792501,0.47920966,0.6012264,1
2.5576284,-9.97149,1.4635102,-0.15011571,0.3500155,0.2443389,1
3.7498522,-11.709277,1.2792628,-0.15011571,0.3500155,0.2443389,1
3.7498522,-11.709277,1.2792628,-1.6118731,0.4421007,-1.6457752,1
1.7096717,-11.668899,-0.7079764,-1.6118731,0.4421007,-1.6457752,1
1.7096717,-11.668899,-0.7079764,-0.11865708,-0.91749257,-1.2333006,1
2.8453653,-8.996714,-0.4112664,-0.11865708,-0.91749257,-1.2333006,1
5.7167525,-9.246465,-2.548356,-0.11865708,-0.91749257,-1.2333006,1
5.7167525,-9.246465,-2.548356,0.9659022,-1.1300675,0.24739315,1
5.7167525,-9.246465,-2.548356,0.61176354,-1.2494881,0.14919944,1
3.1836505,-10.578071,-0.7827521,0.61176354,-1.2494881,0.14919944,1
3.1836505,-10.578071,-0.7827521,1.0008732,-2.7956953,0.6145123,1
3.9167516,-9.860523,2.3174486,1.0008732,-2.7956953,0.6145123,1
3.9167516,-9.860523,2.3174486,0.82250583,-3.171977,0.3048128,1
1.3280165,-10.593624,2.5755744,0.82250583,-3.171977,0.3048128,1
1.3280165,-10.593624,2.5755744,0.45645562,-2.513942,0.58061033,1
1.2801601,-10.854442,2.1502502,0.45645562,-2.513942,0.58061033,1
4.6758747,-10.927124,0.029012974,0.45645562,-2.513942,0.58061033,1
4.6758747,-10.927124,0.029012974,-0.90161055,-1.8884343,-0.6212317,1
4.6758747,-10.927124,0.029012974,-0.09025268,-2.1433103,-2.4169698,1
3.6807594,-12.187243,0.86979103,-0.09025268,-2.1433103,-2.4169698,1
1.015454,-7.192825,-0.42203408,-0.09025268,-2.1433103,-2.4169698,1
1.015454,-7.192825,-0.42203408,0.96742934,-1.5248275,-1.2400199,1
1.015454,-7.192825,-0.42203408,0.88633937,-0.23212196,0.45263782,1
6.6089764,-10.069297,-3.5877385,0.88633937,-0.23212196,0.45263782,1
2.51037,-11.157732,0.5353941,0.88633937,-0.23212196,0.45263782,1
2.51037,-11.157732,0.5353941,0.6569662,0.55251133,0.6838435,1
3.4151561,-9.821041,1.2095718,0.6569662,0.55251133,0.6838435,1
3.4151561,-9.821041,1.2095718,0.44546035,0.70659757,0.60534966,1
2.3841486,-9.797113,1.4635102,0.44546035,0.70659757,0.60534966,1
2.3841486,-9.797113,1.4635102,0.35123718,0.38742986,0.7151494,1
4.8469615,-11.843276,0.33020952,0.35123718,0.38742986,0.7151494,1
4.8469615,-11.843276,0.33020952,-0.6529957,0.5951179,-0.09086353,1
2.6042883,-12.224033,-0.3930211,-0.6529957,0.5951179,-0.09086353,1
2.6042883,-12.224033,-0.3930211,-1.3117945,0.012980504,-2.0483236,1
1.1656038,-6.826723,-0.328714,-1.3117945,0.012980504,-2.0483236,1
1.1656038,-6.826723,-0.328714,0.18936265,-0.7873821,-0.7623374,1
1.1656038,-6.826723,-0.328714,0.6100837,-0.723854,0.47065783,1
5.691927,-10.856236,-3.202494,0.6100837,-0.723854,0.47065783,1
5.691927,-10.856236,-3.202494,0.63558656,0.47737715,0.50715595,1
3.094518,-10.837093,0.49501517,0.63558656,0.47737715,0.50715595,1
2.4708884,-9.807881,1.398904,0.63558656,0.47737715,0.50715595,1
2.4708884,-9.807881,1.398904,0.49066305,0.40926766,0.8141067,1
2.4708884,-9.807881,1.398904,0.34039465,0.30267483,0.8594621,1
2.565704,-9.985249,1.422533,0.34039465,0.30267483,0.8594621,1
2.565704,-9.985249,1.422533,-0.63176876,0.10277505,-0.41537613,1
4.944768,-11.482557,0.14416756,-0.63176876,0.10277505,-0.41537613,1
4.944768,-11.482557,0.14416756,-1.0873082,-0.38834614,-2.01152,1
2.2818556,-12.305689,-0.17766708,-1.0873082,-0.38834614,-2.01152,1
2.2818556,-12.305689,-0.17766708,0.47462833,-0.85869855,-0.64398575,1
1.4724833,-7.469196,-0.19351953,0.47462833,-0.85869855,-0.64398575,1
1.4724833,-7.469196,-0.19351953,0.5801522,-0.3035911,0.3048128,1
6.595217,-9.675677,-2.9018958,0.5801522,-0.3035911,0.3048128,1
6.595217,-9.675677,-2.9018958,0.5830537,0.40514445,0.6734591,1
1.6307086,-11.206785,0.18693927,0.5830537,0.40514445,0.6734591,1
2.5767708,-10.407283,1.7413766,0.5830537,0.40514445,0.6734591,1
2.5767708,-10.407283,1.7413766,0.3903314,0.9565868,0.40926766,1
2.5767708,-10.407283,1.7413766,-0.1021642,1.2397145,0.2015796,1
2.079961,-10.457831,2.0874386,-0.1021642,1.2397145,0.2015796,1
2.079961,-10.457831,2.0874386,-0.63497573,1.8545322,-0.12446013,1
2.6512475,-10.101899,2.408376,-0.63497573,1.8545322,-0.12446013,1
2.6512475,-10.101899,2.408376,-1.5025315,2.7060533,-0.36421767,1
-1.3977076,-12.423834,1.1470593,-1.5025315,2.7060533,-0.36421767,1
-1.3977076,-12.423834,1.1470593,-1.1241117,2.5305874,0.26449686,1
2.6036901,-9.6738825,0.096909314,-1.1241117,2.5305874,0.26449686,1
2.6036901,-9.6738825,0.096909314,-0.75286925,2.3183181,0.43217444,1
3.0176485,-9.629316,-2.175375,-0.75286925,2.3183181,0.43217444,1
3.0176485,-9.629316,-2.175375,-0.52639765,1.4832898,0.24968381,1
4.0651064,-8.833404,-2.8692935,-0.52639765,1.4832898,0.24968381,1
4.0651064,-8.833404,-2.8692935,0.2716743,1.0888352,0.01007898,1
2.7939196,-10.471291,-2.702095,0.2716743,1.0888352,0.01007898,1
2.7939196,-10.471291,-2.702095,0.78096825,0.9214631,0.13255386,1
1.8735801,-10.472487,1.3124632,0.78096825,0.9214631,0.13255386,1
1.8735801,-10.472487,1.3124632,0.2599155,1.4733636,0.3837648,1
3.3628132,-10.105787,1.7662022,0.2599155,1.4733636,0.3837648,1
3.2919257,-10.202099,1.2349956,0.2599155,1.4733636,0.3837648,1
3.2919257,-10.202099,1.2349956,0.023059484,1.1560284,0.25563958,1
3.2919257,-10.202099,1.2349956,-0.3660502,0.50715595,-0.23975755,1
4.403691,-12.071491,0.71455663,-0.3660502,0.50715595,-0.23975755,1
4.403691,-12.071491,0.71455663,-1.6127895,0.21364383,-1.6592139,1
1.9671993,-11.172388,-0.47856453,-1.6127895,0.21364383,-1.6592139,1
1.9671993,-11.172388,-0.47856453,0.26281703,-0.8854231,-0.946966,1
2.3524437,-8.076973,-0.35653058,0.26281703,-0.8854231,-0.946966,1
8.466703,-11.809776,-2.9976087,0.26281703,-0.8854231,-0.946966,1
8.466703,-11.809776,-2.9976087,0.4265241,0.8516738,0.564881,1
1.829612,-9.871889,1.8681962,0.4265241,0.8516738,0.564881,1
1.829612,-9.871889,1.8681962,0.32603973,0.54563934,0.589773,1
2.6518457,-10.091131,1.6977077,0.32603973,0.54563934,0.589773,1
